"id","occurrenceID","catalogNumber","basisOfRecord","collectionCode","scientificName","taxonRank","kingdom","family","higherClassification","vernacularName","previousIdentifications","individualCount","lifeStage","sex","longitudeDecimal","latitudeDecimal","geodeticDatum","dataGeneralizations","coordinateUncertaintyInMeters","continent","country","countryCode","stateProvince","locality","habitat","recordedBy","eventID","eventDate","eventTime","samplingProtocol","behavior","associatedTaxa","references","rightsHolder","license","modified"
"99987420@OBS","https://observation.org/observation/99987420","OBS.99987420","HumanObservation","Observations","Aix galericulata","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Mandarin Duck",NA,1,"unknown","undetermined",21.0356,52.2138,"WGS84",NA,15,"Europe","Poland","PL",NA,"Poland - Warszawa",NA,NA,NA,2015-03-11,23:16:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99987420","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-11
"99983635@OBS","https://observation.org/observation/99983635","OBS.99983635","HumanObservation","Observations","Grus grus","species","Animalia","CRANES_GRUIDAE","Animalia|CRANES_GRUIDAE","Common Crane",NA,10,"unknown","undetermined",22.7926540366,53.1208293805,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-03-10,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99983635","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-12
"99983630@OBS","https://observation.org/observation/99983630","OBS.99983630","HumanObservation","Observations","Alces alces","species","Animalia","DEER_CERVIDAE","Animalia|DEER_CERVIDAE","Elk",NA,1,"unknown","undetermined",22.7942562099,53.1181705482,"WGS84",NA,10,"Europe","Poland","PL",NA,"Poland - Narwianski NP",NA,NA,NA,2015-03-10,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99983630","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-14
"99983169@OBS","https://observation.org/observation/99983169","OBS.99983169","HumanObservation","Observations","Spinulum annotinum","species","Plantae","LYCOPODIACEAE","Plantae|LYCOPODIACEAE","Interrupted Clubmoss",NA,50,"unknown","undetermined",22.93,53.01,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 100) / 100`",1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-03-10,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99983169","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-15
"98611955@OBS","https://observation.org/observation/98611955","OBS.98611955","HumanObservation","Observations","Mergus merganser","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Common Merganser",NA,2,"unknown","undetermined",21.0293,52.2147,"WGS84",NA,10,"Europe","Poland","PL",NA,"Poland - Warszawa",NA,NA,NA,2015-03-10,15:06:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98611955","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-12
"98611953@OBS","https://observation.org/observation/98611953","OBS.98611953","HumanObservation","Observations","Sciurus vulgaris","species","Animalia","SQUIRRELS_CHIPMUNKS_AND_PRAIRIEDOGS_SCIURIDAE","Animalia|SQUIRRELS_CHIPMUNKS_AND_PRAIRIEDOGS_SCIURIDAE","Eurasian Red Squirrel",NA,4,"unknown","undetermined",21.0303,52.2147,"WGS84",NA,10,"Europe","Poland","PL",NA,"Poland - Warszawa",NA,NA,NA,2015-03-10,15:05:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98611953","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-30
"98611951@OBS","https://observation.org/observation/98611951","OBS.98611951","HumanObservation","Observations","Corvus cornix","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Hooded Crow",NA,2,"unknown","undetermined",21.0106,52.2504,"WGS84",NA,5,"Europe","Poland","PL",NA,"Poland - Warszawa",NA,NA,NA,2015-03-09,12:56:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98611951","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-11
"98601371@OBS","https://observation.org/observation/98601371","OBS.98601371","HumanObservation","Observations","Aglais urticae","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Small Tortoiseshell",NA,1,"unknown","undetermined",22.9287385932,53.0098379063,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-03-10,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98601371","Stichting Natuurinformatie","CC BY-NC 4.0",2015-04-07
"98570200@OBS","https://observation.org/observation/98570200","OBS.98570200","HumanObservation","Observations","Sarcoscypha coccinea sl, incl. austriaca","multispecies","Fungi","SARCOSCYPHACEAE","Fungi|SARCOSCYPHACEAE",NA,NA,1,"unknown","undetermined",22.9286026954,53.0151221091,"WGS84",NA,10,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-03-08,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98570200","Stichting Natuurinformatie","CC BY-NC 4.0",2019-06-18
"98527237@OBS","https://observation.org/observation/98527237","OBS.98527237","HumanObservation","Observations","Corvus cornix","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Hooded Crow",NA,1,"unknown","undetermined",16.9567,52.4075,"WGS84",NA,5,"Europe","Poland","PL",NA,"Poland - Wielkopolskie",NA,NA,NA,2015-03-08,11:23:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98527237","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-08
"98481952@OBS","https://observation.org/observation/98481952","OBS.98481952","HumanObservation","Observations","Leucorrhinia caudalis","species","Animalia","SKIMMERS_LIBELLULIDAE","Animalia|SKIMMERS_LIBELLULIDAE","Lilypad Whiteface",NA,1,"imago","undetermined",22.8,54.2,"WGS84",NA,5000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:20:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481952","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-07
"98481620@OBS","https://observation.org/observation/98481620","OBS.98481620","HumanObservation","Observations","Sympetrum sanguineum","species","Animalia","SKIMMERS_LIBELLULIDAE","Animalia|SKIMMERS_LIBELLULIDAE","Ruddy Darter",NA,1,"imago","female",22.8098206222,54.2252522757,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:18:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481620","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98481529@OBS","https://observation.org/observation/98481529","OBS.98481529","HumanObservation","Observations","Orthetrum cancellatum","species","Animalia","SKIMMERS_LIBELLULIDAE","Animalia|SKIMMERS_LIBELLULIDAE","Black-tailed Skimmer",NA,1,"imago","female",22.8098206222,54.2252522757,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:15:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481529","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98481476@OBS","https://observation.org/observation/98481476","OBS.98481476","HumanObservation","Observations","Speyeria aglaja","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Dark Green Fritillary",NA,1,"imago","undetermined",22.8098206222,54.2252522757,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,11:59:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481476","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98481304@OBS","https://observation.org/observation/98481304","OBS.98481304","HumanObservation","Observations","Thymelicus sylvestris","species","Animalia","SKIPPERS_HESPERIIDAE","Animalia|SKIPPERS_HESPERIIDAE","Small Skipper",NA,1,"imago","male",22.8105930984,54.2240480189,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:11:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481304","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-07
"98481217@OBS","https://observation.org/observation/98481217","OBS.98481217","HumanObservation","Observations","Lycaena virgaureae","species","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Animalia|GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Scarce Copper",NA,1,"imago","male",22.8,54.2,"WGS84",NA,5000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:07:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481217","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98481195@OBS","https://observation.org/observation/98481195","OBS.98481195","HumanObservation","Observations","Coenonympha glycerion","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Chestnut Heath",NA,2,"imago","undetermined",22.8,54.2,"WGS84",NA,5000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:04:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481195","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98481095@OBS","https://observation.org/observation/98481095","OBS.98481095","HumanObservation","Observations","Coenonympha arcania","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Pearly Heath",NA,1,"imago","undetermined",22.8,54.2,"WGS84",NA,5000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:30:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98481095","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98480958@OBS","https://observation.org/observation/98480958","OBS.98480958","HumanObservation","Observations","Fabriciana adippe","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","High Brown Fritillary",NA,1,"imago","undetermined",22.8105930984,54.2240480189,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:02:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98480958","Stichting Natuurinformatie","CC BY-NC 4.0",2015-04-09
"98480802@OBS","https://observation.org/observation/98480802","OBS.98480802","HumanObservation","Observations","Orthetrum cancellatum","species","Animalia","SKIMMERS_LIBELLULIDAE","Animalia|SKIMMERS_LIBELLULIDAE","Black-tailed Skimmer",NA,1,"imago","male",22.8105930984,54.2240480189,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:01:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98480802","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98480660@OBS","https://observation.org/observation/98480660","OBS.98480660","HumanObservation","Observations","Aphantopus hyperantus","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Ringlet",NA,1,"imago","undetermined",22.8113333881,54.222843727,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,12:00:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98480660","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98480627@OBS","https://observation.org/observation/98480627","OBS.98480627","HumanObservation","Observations","Cygnus olor","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Mute Swan",NA,10,"unknown","undetermined",22.8106789291,54.2227935474,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,11:34:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98480627","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-07
"98480594@OBS","https://observation.org/observation/98480594","OBS.98480594","HumanObservation","Observations","Speyeria aglaja","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Dark Green Fritillary",NA,1,"imago","undetermined",22.8114943206,54.2227935474,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,11:33:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98480594","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98480565@OBS","https://observation.org/observation/98480565","OBS.98480565","HumanObservation","Observations","Pieris napi","species","Animalia","WHITES_PIERIDAE","Animalia|WHITES_PIERIDAE","Green-veined White",NA,1,"imago","undetermined",22.8114943206,54.2227935474,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2014-07-14,11:08:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98480565","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98477023@OBS","https://observation.org/observation/98477023","OBS.98477023","HumanObservation","Observations","Grus grus","species","Animalia","CRANES_GRUIDAE","Animalia|CRANES_GRUIDAE","Common Crane",NA,2,"adult","undetermined",18.7557981535792,50.4581191898836,"WGS84",NA,25,"Europe","Poland","PL",NA,"Poland - Śląskie",NA,NA,NA,2015-03-06,18:40:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98477023","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-12
"98466101@OBS","https://observation.org/observation/98466101","OBS.98466101","HumanObservation","Observations","Corvus cornix","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Hooded Crow",NA,2,"unknown","undetermined",20.9673786155,52.1728473551,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Warszawa",NA,NA,NA,2015-03-06,12:20:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98466101","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-11
"98459605@OBS","https://observation.org/observation/98459605","OBS.98459605","HumanObservation","Observations","Chrysochraon dispar","species","Animalia","SHORTHORNED_GRASSHOPPERS_ACRIDIDAE","Animalia|SHORTHORNED_GRASSHOPPERS_ACRIDIDAE","Large Golden Grasshopper",NA,1,"imago","undetermined",23.0827333778,54.0690969167,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Wigry NP",NA,NA,NA,2014-07-13,18:25:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98459605","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-07
"98459440@OBS","https://observation.org/observation/98459440","OBS.98459440","HumanObservation","Observations","Thymelicus lineola","species","Animalia","SKIPPERS_HESPERIIDAE","Animalia|SKIPPERS_HESPERIIDAE","Essex Skipper",NA,1,"imago","undetermined",23.0637507141,54.0965498294,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Wigry NP",NA,NA,NA,2014-07-13,14:44:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98459440","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-05
"98459375@OBS","https://observation.org/observation/98459375","OBS.98459375","HumanObservation","Observations","Motacilla alba","species","Animalia","PIPITS_EN_WAGTAILS_MOTACILLIDAE","Animalia|PIPITS_EN_WAGTAILS_MOTACILLIDAE","White Wagtail",NA,1,"adult breeding","male",23.0852010101,54.0692228321,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Wigry NP",NA,NA,NA,2014-07-12,18:32:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98459375","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-06
"98459178@OBS","https://observation.org/observation/98459178","OBS.98459178","HumanObservation","Observations","Phalacrocorax carbo sinensis","subspecies","Animalia","CORMORANTS_PHALACROCORACIDAE","Animalia|CORMORANTS_PHALACROCORACIDAE","Great Cormorant ssp sinensis",NA,1000,"unknown","undetermined",21.6224965453,54.10092817,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland- Mazurisch Merenplateau",NA,NA,NA,2014-07-10,12:20:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98459178","Stichting Natuurinformatie","CC BY-NC 4.0",2015-05-30
"98458852@OBS","https://observation.org/observation/98458852","OBS.98458852","HumanObservation","Observations","Aphantopus hyperantus","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Ringlet",NA,1,"imago","undetermined",21.5751387924,53.6457696846,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland- Mazurisch Merenplateau",NA,NA,NA,2014-07-09,11:42:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98458852","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-05
"98458820@OBS","https://observation.org/observation/98458820","OBS.98458820","HumanObservation","Observations","Lycaena virgaureae","species","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Animalia|GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Scarce Copper",NA,5,"imago","undetermined",21.55,53.6,"WGS84",NA,5000,"Europe","Poland","PL",NA,"Poland- Mazurisch Merenplateau",NA,NA,NA,2014-07-09,11:37:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98458820","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-05
"98458790@OBS","https://observation.org/observation/98458790","OBS.98458790","HumanObservation","Observations","Polygonia c-album","species","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Comma Butterfly",NA,1,"imago","undetermined",21.5763618797,53.6467490814,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland- Mazurisch Merenplateau",NA,NA,NA,2014-07-09,11:28:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98458790","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-05
"98458619@OBS","https://observation.org/observation/98458619","OBS.98458619","HumanObservation","Observations","Ciconia ciconia","species","Animalia","STORKS_CICONIIDAE","Animalia|STORKS_CICONIIDAE","White Stork",NA,1,"adult","undetermined",21.576018557,53.646087673,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland- Mazurisch Merenplateau",NA,NA,NA,2014-07-09,11:39:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98458619","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-05
"98439380@OBS","https://observation.org/observation/98439380","OBS.98439380","HumanObservation","Observations","Corvus frugilegus","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Rook",NA,1,"unknown","undetermined",22.8854566815,52.9923546957,"WGS84",NA,10,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-03-05,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98439380","Stichting Natuurinformatie","CC BY-NC 4.0",2015-12-11
"98394335@OBS","https://observation.org/observation/98394335","OBS.98394335","HumanObservation","Observations","Capreolus capreolus","species","Animalia","DEER_CERVIDAE","Animalia|DEER_CERVIDAE","European Roe Deer",NA,10,"unknown","undetermined",22.8726911536,53.0305415518,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-03-02,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98394335","Stichting Natuurinformatie","CC BY-NC 4.0",2015-03-02
"98394332@OBS","https://observation.org/observation/98394332","OBS.98394332","HumanObservation","Observations","Grus grus","species","Animalia","CRANES_GRUIDAE","Animalia|CRANES_GRUIDAE","Common Crane",NA,2,"unknown","undetermined",22.8551387778,53.0297930894,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-03-02,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98394332","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-12
"98326905@OBS","https://observation.org/observation/98326905","OBS.98326905","HumanObservation","Observations","Dendrocoptes medius","species","Animalia","WOODPECKERS_PICIDAE","Animalia|WOODPECKERS_PICIDAE","Middle Spotted Woodpecker",NA,1,"adult","undetermined",23.8331,52.7024,"WGS84",NA,30,"Europe","Poland","PL",NA,"Poland - Białowieża",NA,NA,NA,2015-02-27,15:24:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98326905","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-28
"98326904@OBS","https://observation.org/observation/98326904","OBS.98326904","HumanObservation","Observations","Dendrocoptes medius","species","Animalia","WOODPECKERS_PICIDAE","Animalia|WOODPECKERS_PICIDAE","Middle Spotted Woodpecker",NA,1,"adult","undetermined",23.8062,52.7102,"WGS84",NA,10,"Europe","Poland","PL",NA,"Poland - Białowieża",NA,NA,NA,2015-02-27,12:57:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98326904","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-28
"98326903@OBS","https://observation.org/observation/98326903","OBS.98326903","HumanObservation","Observations","Dryocopus martius","species","Animalia","WOODPECKERS_PICIDAE","Animalia|WOODPECKERS_PICIDAE","Black Woodpecker",NA,1,"adult","female",23.819,52.7075,"WGS84",NA,50,"Europe","Poland","PL",NA,"Poland - Białowieża",NA,NA,NA,2015-02-27,12:04:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98326903","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-28
"98295339@OBS","https://observation.org/observation/98295339","OBS.98295339","HumanObservation","Observations","Grus grus","species","Animalia","CRANES_GRUIDAE","Animalia|CRANES_GRUIDAE","Common Crane",NA,2,"unknown","undetermined",22.7934265128,53.1016549771,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Narwianski NP",NA,NA,NA,2015-02-26,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98295339","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-12
"98284330@OBS","https://observation.org/observation/98284330","OBS.98284330","HumanObservation","Observations","Cygnus cygnus","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Whooper Swan",NA,5,"unknown","undetermined",22.9879760725,52.9841243711,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-02-20,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98284330","Stichting Natuurinformatie","CC BY-NC 4.0",2015-05-30
"98283704@OBS","https://observation.org/observation/98283704","OBS.98283704","HumanObservation","Observations","Capreolus capreolus","species","Animalia","DEER_CERVIDAE","Animalia|DEER_CERVIDAE","European Roe Deer",NA,10,"unknown","undetermined",22.9692935935,52.980262489,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-02-26,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98283704","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-26
"98283701@OBS","https://observation.org/observation/98283701","OBS.98283701","HumanObservation","Observations","Alces alces","species","Animalia","DEER_CERVIDAE","Animalia|DEER_CERVIDAE","Elk",NA,4,"unknown","undetermined",22.9706668845,52.9818300209,"WGS84",NA,100,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-02-26,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98283701","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-26
"98280402@OBS","https://observation.org/observation/98280402","OBS.98280402","HumanObservation","Observations","Grus grus","species","Animalia","CRANES_GRUIDAE","Animalia|CRANES_GRUIDAE","Common Crane",NA,2,"adult","undetermined",22.5751,53.2242,"WGS84",NA,50,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-02-24,14:19:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98280402","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-25
"98280401@OBS","https://observation.org/observation/98280401","OBS.98280401","HumanObservation","Observations","Grus grus","species","Animalia","CRANES_GRUIDAE","Animalia|CRANES_GRUIDAE","Common Crane",NA,2,"adult","undetermined",22.8094,53.065,"WGS84",NA,5,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2015-02-24,13:12:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98280401","Stichting Natuurinformatie","CC BY-NC 4.0",2017-08-12
"98237936@OBS","https://observation.org/observation/98237936","OBS.98237936","HumanObservation","Observations","Dryocopus martius","species","Animalia","WOODPECKERS_PICIDAE","Animalia|WOODPECKERS_PICIDAE","Black Woodpecker",NA,1,"unknown","male",23.9064,52.7988,"WGS84",NA,5,"Europe","Poland","PL",NA,"Poland - Bialowieski Park Narodowy",NA,NA,NA,2015-02-23,12:21:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98237936","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-23
"98237935@OBS","https://observation.org/observation/98237935","OBS.98237935","HumanObservation","Observations","Dryocopus martius","species","Animalia","WOODPECKERS_PICIDAE","Animalia|WOODPECKERS_PICIDAE","Black Woodpecker",NA,1,"unknown","male",23.7616,52.7876,"WGS84",NA,30,"Europe","Poland","PL",NA,"Poland - Białowieża",NA,NA,NA,2015-02-23,10:55:00,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98237935","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-23
"98220189@OBS","https://observation.org/observation/98220189","OBS.98220189","HumanObservation","Observations","Papilio machaon","species","Animalia","SWALLOWTAILS_PAPILIONIDAE","Animalia|SWALLOWTAILS_PAPILIONIDAE","Swallowtail",NA,1,"imago","undetermined",22.6007652283,53.6351542265,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2008-05-10,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98220189","Stichting Natuurinformatie","CC BY-NC 4.0",2015-02-24
"98220085@OBS","https://observation.org/observation/98220085","OBS.98220085","HumanObservation","Observations","Hemaris tityus","species","Animalia","Sphingidae","Animalia|Sphingidae","Narrow-bordered Bee Hawk-moth",NA,1,"imago","undetermined",22.6007652283,53.6351542265,"WGS84",NA,1000,"Europe","Poland","PL",NA,"Poland - Podlaskie",NA,NA,NA,2008-05-10,NA,NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.98220085","Stichting Natuurinformatie","CC BY-NC 4.0",2020-04-24
